LAT,LON,RH2M,DATE
-40,145,76.57,2006-06-24
-40,145.625,76.18,2006-06-24
-39.5,143.125,78.83,2006-06-24
-39.5,143.75,78.17,2006-06-24
-39.5,144.375,76.62,2006-06-24
-39.5,145,75.26,2006-06-24
-39.5,145.625,74.81,2006-06-24
-39,143.125,78.31,2006-06-24
-39,143.75,80.37,2006-06-24
-39,144.375,76.88,2006-06-24
-39,145,74.95,2006-06-24
-39,145.625,74.33,2006-06-24
-38.5,143.125,87.76,2006-06-24
-38.5,143.75,89.28,2006-06-24
-38.5,144.375,81.54,2006-06-24
-38.5,145,77.58,2006-06-24
-38.5,145.625,85.23,2006-06-24
-38,143.125,90.81,2006-06-24
-38,143.75,91.38,2006-06-24
-38,144.375,89.63,2006-06-24
-38,145,88.35,2006-06-24
-38,145.625,96.94,2006-06-24
-40,143.125,77.51,2006-06-25
-40,143.75,78.28,2006-06-25
-40,144.375,78.66,2006-06-25
-40,145,78.92,2006-06-25
-40,145.625,79.48,2006-06-25
-39.5,143.125,78.49,2006-06-25
-39.5,143.75,79.46,2006-06-25
-39.5,144.375,78.62,2006-06-25
-39.5,145,78.7,2006-06-25
-39.5,145.625,80.22,2006-06-25
-39,143.125,81.24,2006-06-25
-39,143.75,81.96,2006-06-25
-39,144.375,79.15,2006-06-25
-39,145,79.35,2006-06-25
-39,145.625,83.21,2006-06-25
-38.5,143.125,88.72,2006-06-25
-38.5,143.75,88.71,2006-06-25
-38.5,144.375,82.36,2006-06-25
-38.5,145,81.97,2006-06-25
-38.5,145.625,88.57,2006-06-25
-38,143.125,90.07,2006-06-25
-38,143.75,90.41,2006-06-25
-38,144.375,87.09,2006-06-25
-38,145,87.33,2006-06-25
-38,145.625,95.41,2006-06-25
-40,143.125,77.8,2006-06-26
-40,143.75,77.54,2006-06-26
-40,144.375,77.57,2006-06-26
-40,145,77.31,2006-06-26
-40,145.625,76.95,2006-06-26
-39.5,143.125,76.07,2006-06-26
-39.5,143.75,76.08,2006-06-26
-39.5,144.375,75.57,2006-06-26
-39.5,145,75.6,2006-06-26
-39.5,145.625,76.24,2006-06-26
-39,143.125,75.93,2006-06-26
-39,143.75,74.33,2006-06-26
-39,144.375,74.42,2006-06-26
-39,145,75.8,2006-06-26
-39,145.625,75.14,2006-06-26
-38.5,143.125,74.33,2006-06-26
-38.5,143.75,76.94,2006-06-26
-38.5,144.375,77.47,2006-06-26
-38.5,145,77.24,2006-06-26
-38.5,145.625,73.49,2006-06-26
-38,143.125,76.69,2006-06-26
-38,143.75,77.27,2006-06-26
-38,144.375,76.71,2006-06-26
-38,145,78.76,2006-06-26
-38,145.625,73.83,2006-06-26
-40,143.125,72.29,2006-06-27
-40,143.75,73.45,2006-06-27
-40,144.375,72.86,2006-06-27
-40,145,72.27,2006-06-27
-40,145.625,72.76,2006-06-27
-39.5,143.125,72.76,2006-06-27
-39.5,143.75,74.03,2006-06-27
-39.5,144.375,74.03,2006-06-27
-39.5,145,73.94,2006-06-27
-39.5,145.625,73.8,2006-06-27
-39,143.125,74.9,2006-06-27
-39,143.75,78.35,2006-06-27
-39,144.375,75.5,2006-06-27
-39,145,75.95,2006-06-27
-39,145.625,78.99,2006-06-27
-38.5,143.125,87.76,2006-06-27
-38.5,143.75,88.89,2006-06-27
-38.5,144.375,81.32,2006-06-27
-38.5,145,79.9,2006-06-27
-38.5,145.625,83.76,2006-06-27
-38,143.125,90.27,2006-06-27
-38,143.75,88.19,2006-06-27
-38,144.375,82.38,2006-06-27
-38,145,76.95,2006-06-27
-38,145.625,72.86,2006-06-27
-40,143.125,72.25,2006-06-28
-40,143.75,75.46,2006-06-28
-40,144.375,76.67,2006-06-28
-40,145,76.26,2006-06-28
-40,145.625,74.81,2006-06-28
-39.5,143.125,71.34,2006-06-28
-39.5,143.75,73.02,2006-06-28
-39.5,144.375,74.75,2006-06-28
-39.5,145,75.12,2006-06-28
-39.5,145.625,73.93,2006-06-28
-39,143.125,70.98,2006-06-28
-39,143.75,71.48,2006-06-28
-39,144.375,74.4,2006-06-28
-39,145,73.16,2006-06-28
-39,145.625,74.52,2006-06-28
-38.5,143.125,70.89,2006-06-28
-38.5,143.75,75.29,2006-06-28
-38.5,144.375,77.8,2006-06-28
-38.5,145,74.84,2006-06-28
-38.5,145.625,76.61,2006-06-28
-38,143.125,73.9,2006-06-28
-38,143.75,74.59,2006-06-28
-38,144.375,74.03,2006-06-28
-38,145,76.87,2006-06-28
-38,145.625,72.1,2006-06-28
-40,143.125,69.8,2006-06-29
-40,143.75,72.5,2006-06-29
-40,144.375,73.07,2006-06-29
-40,145,74.39,2006-06-29
-40,145.625,72.77,2006-06-29
-39.5,143.125,69.37,2006-06-29
-39.5,143.75,70.2,2006-06-29
-39.5,144.375,71.87,2006-06-29
-39.5,145,73.38,2006-06-29
-39.5,145.625,73.78,2006-06-29
-39,143.125,68.71,2006-06-29
-39,143.75,68.6,2006-06-29
-39,144.375,71.58,2006-06-29
-39,145,69.8,2006-06-29
-39,145.625,70.82,2006-06-29
-38.5,143.125,69.05,2006-06-29
-38.5,143.75,70.16,2006-06-29
-38.5,144.375,71.82,2006-06-29
-38.5,145,67.69,2006-06-29
-38.5,145.625,67.72,2006-06-29
-38,143.125,71.02,2006-06-29
-38,143.75,69.14,2006-06-29
-38,144.375,67.41,2006-06-29
-38,145,67.78,2006-06-29
-38,145.625,56.99,2006-06-29
-40,143.125,83.84,2006-06-30
-40,143.75,84.19,2006-06-30
-40,144.375,84.95,2006-06-30
-40,145,85.47,2006-06-30
-40,145.625,86.06,2006-06-30
-39.5,143.125,84.08,2006-06-30
-39.5,143.75,84.29,2006-06-30
-39.5,144.375,83.83,2006-06-30
-39.5,145,84.18,2006-06-30
-39.5,145.625,84.75,2006-06-30
-39,143.125,85.6,2006-06-30
-39,143.75,83.52,2006-06-30
-39,144.375,83.48,2006-06-30
-39,145,83.9,2006-06-30
-39,145.625,81.08,2006-06-30
-38.5,143.125,84.96,2006-06-30
-38.5,143.75,86.22,2006-06-30
-38.5,144.375,86.13,2006-06-30
-38.5,145,82.93,2006-06-30
-38.5,145.625,80.17,2006-06-30
-38,143.125,90.28,2006-06-30
-38,143.75,89.6,2006-06-30
-38,144.375,85.74,2006-06-30
-38,145,85.47,2006-06-30
-38,145.625,83.33,2006-06-30
-40,143.125,78.96,2006-07-01
-40,143.75,79.31,2006-07-01
-40,144.375,79.83,2006-07-01
-40,145,80.71,2006-07-01
-40,145.625,82.45,2006-07-01
-39.5,143.125,79.45,2006-07-01
-39.5,143.75,79.46,2006-07-01
-39.5,144.375,79.76,2006-07-01
-39.5,145,80.42,2006-07-01
-39.5,145.625,83.03,2006-07-01
-39,143.125,79.43,2006-07-01
-39,143.75,80.51,2006-07-01
-39,144.375,80.01,2006-07-01
-39,145,80.38,2006-07-01
-39,145.625,81.78,2006-07-01
-38.5,143.125,85.93,2006-07-01
-38.5,143.75,87.79,2006-07-01
-38.5,144.375,82.53,2006-07-01
-38.5,145,81.36,2006-07-01
-38.5,145.625,85.28,2006-07-01
-38,143.125,94.79,2006-07-01
-38,143.75,93.32,2006-07-01
-38,144.375,86.59,2006-07-01
-38,145,87.33,2006-07-01
-38,145.625,90.27,2006-07-01
-40,143.125,77.3,2006-07-02
-40,143.75,77.63,2006-07-02
-40,144.375,76.81,2006-07-02
-40,145,75.87,2006-07-02
-40,145.625,76.27,2006-07-02
-39.5,143.125,76.91,2006-07-02
-39.5,143.75,76.77,2006-07-02
-39.5,144.375,76.37,2006-07-02
-39.5,145,76.44,2006-07-02
-39.5,145.625,79.78,2006-07-02
-39,143.125,76.46,2006-07-02
-39,143.75,78.21,2006-07-02
-39,144.375,77.16,2006-07-02
-39,145,79.19,2006-07-02
-39,145.625,83.25,2006-07-02
-38.5,143.125,87.57,2006-07-02
-38.5,143.75,87.05,2006-07-02
-38.5,144.375,82.01,2006-07-02
-38.5,145,81.94,2006-07-02
-38.5,145.625,90.77,2006-07-02
-38,143.125,93.62,2006-07-02
-38,143.75,91.42,2006-07-02
-38,144.375,87.77,2006-07-02
-38,145,87.87,2006-07-02
-38,145.625,96.03,2006-07-02
-40,143.125,79.81,2006-07-03
-40,143.75,83.27,2006-07-03
-40,144.375,83.23,2006-07-03
-40,145,83.13,2006-07-03
-40,145.625,81.13,2006-07-03
-39.5,143.125,78.99,2006-07-03
-39.5,143.75,81.46,2006-07-03
-39.5,144.375,82.01,2006-07-03
-39.5,145,83.37,2006-07-03
-39.5,145.625,82.77,2006-07-03
-39,143.125,80.32,2006-07-03
-39,143.75,83.09,2006-07-03
-39,144.375,81.94,2006-07-03
-39,145,83.38,2006-07-03
-39,145.625,84.79,2006-07-03
-38.5,143.125,93.05,2006-07-03
-38.5,143.75,91.44,2006-07-03
-38.5,144.375,86.7,2006-07-03
-38.5,145,87.9,2006-07-03
-38.5,145.625,90.14,2006-07-03
-38,143.125,93.53,2006-07-03
-38,143.75,93.87,2006-07-03
-38,144.375,91.96,2006-07-03
-38,145,92.93,2006-07-03
-38,145.625,93.45,2006-07-03
-40,143.125,81.43,2006-07-04
-40,143.75,81.78,2006-07-04
-40,144.375,82.48,2006-07-04
-40,145,81.93,2006-07-04
-40,145.625,82.25,2006-07-04
-39.5,143.125,79.72,2006-07-04
-39.5,143.75,80.36,2006-07-04
-39.5,144.375,79.67,2006-07-04
-39.5,145,81.09,2006-07-04
-39.5,145.625,81.58,2006-07-04
-39,143.125,79.53,2006-07-04
-39,143.75,81.14,2006-07-04
-39,144.375,79.24,2006-07-04
-39,145,80.56,2006-07-04
-39,145.625,80.88,2006-07-04
-38.5,143.125,84.76,2006-07-04
-38.5,143.75,85.06,2006-07-04
-38.5,144.375,83.52,2006-07-04
-38.5,145,83.01,2006-07-04
-38.5,145.625,83.7,2006-07-04
-38,143.125,83.23,2006-07-04
-38,143.75,79.89,2006-07-04
-38,144.375,78.78,2006-07-04
-38,145,84.72,2006-07-04
-38,145.625,83.17,2006-07-04
-40,143.125,77.88,2006-07-05
-40,143.75,78.57,2006-07-05
-40,144.375,78.94,2006-07-05
-40,145,79.16,2006-07-05
-40,145.625,79,2006-07-05
-39.5,143.125,78.78,2006-07-05
-39.5,143.75,78.74,2006-07-05
-39.5,144.375,78.71,2006-07-05
-39.5,145,79.03,2006-07-05
-39.5,145.625,78.89,2006-07-05
-39,143.125,78.37,2006-07-05
-39,143.75,79.23,2006-07-05
-39,144.375,78.2,2006-07-05
-39,145,77.77,2006-07-05
-39,145.625,76.52,2006-07-05
-38.5,143.125,81.19,2006-07-05
-38.5,143.75,82.74,2006-07-05
-38.5,144.375,78.82,2006-07-05
-38.5,145,76.36,2006-07-05
-38.5,145.625,75.28,2006-07-05
-38,143.125,84.36,2006-07-05
-38,143.75,81.12,2006-07-05
-38,144.375,76.76,2006-07-05
-38,145,75.93,2006-07-05
-38,145.625,74.88,2006-07-05
-40,143.125,76.03,2006-07-06
-40,143.75,75.95,2006-07-06
-40,144.375,76.01,2006-07-06
-40,145,75.87,2006-07-06
-40,145.625,75.92,2006-07-06
-39.5,143.125,75.41,2006-07-06
-39.5,143.75,75.15,2006-07-06
-39.5,144.375,75.17,2006-07-06
-39.5,145,75.01,2006-07-06
-39.5,145.625,75.07,2006-07-06
-39,143.125,74.8,2006-07-06
-39,143.75,76.18,2006-07-06
-39,144.375,75.42,2006-07-06
-39,145,74.59,2006-07-06
-39,145.625,74.45,2006-07-06
-38.5,143.125,77.14,2006-07-06
-38.5,143.75,81.85,2006-07-06
-38.5,144.375,78.95,2006-07-06
-38.5,145,76.35,2006-07-06
-38.5,145.625,77.98,2006-07-06
-38,143.125,83.99,2006-07-06
-38,143.75,84.35,2006-07-06
-38,144.375,80.56,2006-07-06
-38,145,82.72,2006-07-06
-38,145.625,82.01,2006-07-06
-40,143.125,76.97,2006-07-07
-40,143.75,76.93,2006-07-07
-40,144.375,77.03,2006-07-07
-40,145,76.74,2006-07-07
-40,145.625,77.02,2006-07-07
-39.5,143.125,76.88,2006-07-07
-39.5,143.75,76.66,2006-07-07
-39.5,144.375,76.69,2006-07-07
-39.5,145,76.64,2006-07-07
-39.5,145.625,76.94,2006-07-07
-39,143.125,76.79,2006-07-07
-39,143.75,79.63,2006-07-07
-39,144.375,78.65,2006-07-07
-39,145,77.44,2006-07-07
-39,145.625,77.65,2006-07-07
-38.5,143.125,87.12,2006-07-07
-38.5,143.75,89.33,2006-07-07
-38.5,144.375,84.66,2006-07-07
-38.5,145,82.45,2006-07-07
-38.5,145.625,87.65,2006-07-07
-38,143.125,93.38,2006-07-07
-38,143.75,91.57,2006-07-07
-38,144.375,87.34,2006-07-07
-38,145,88.78,2006-07-07
-38,145.625,94.27,2006-07-07
-40,143.125,77.31,2006-07-08
-40,143.75,77.14,2006-07-08
-40,144.375,77.47,2006-07-08
-40,145,77.04,2006-07-08
-40,145.625,77.01,2006-07-08
-39.5,143.125,77.07,2006-07-08
-39.5,143.75,77.61,2006-07-08
-39.5,144.375,77.53,2006-07-08
-39.5,145,77.62,2006-07-08
-39.5,145.625,79.33,2006-07-08
-39,143.125,79.54,2006-07-08
-39,143.75,83.84,2006-07-08
-39,144.375,82.73,2006-07-08
-39,145,81.78,2006-07-08
-39,145.625,82.81,2006-07-08
-38.5,143.125,94.93,2006-07-08
-38.5,143.75,93.28,2006-07-08
-38.5,144.375,86.66,2006-07-08
-38.5,145,84.81,2006-07-08
-38.5,145.625,85.17,2006-07-08
-38,143.125,93.23,2006-07-08
-38,143.75,90.86,2006-07-08
-38,144.375,86.22,2006-07-08
-38,145,86.97,2006-07-08
-38,145.625,87.31,2006-07-08
-40,143.125,73.68,2006-07-09
-40,143.75,73.02,2006-07-09
-40,144.375,73.2,2006-07-09
-40,145,72.42,2006-07-09
-40,145.625,71.63,2006-07-09
-39.5,143.125,71.15,2006-07-09
-39.5,143.75,71.2,2006-07-09
-39.5,144.375,71.12,2006-07-09
-39.5,145,70.39,2006-07-09
-39.5,145.625,70.27,2006-07-09
-39,143.125,69.12,2006-07-09
-39,143.75,69.53,2006-07-09
-39,144.375,70.47,2006-07-09
-39,145,69.4,2006-07-09
-39,145.625,68.87,2006-07-09
-38.5,143.125,63.87,2006-07-09
-38.5,143.75,69.2,2006-07-09
-38.5,144.375,71.02,2006-07-09
-38.5,145,68.38,2006-07-09
-38.5,145.625,65.35,2006-07-09
-38,143.125,67.59,2006-07-09
-38,143.75,69.55,2006-07-09
-38,144.375,68.22,2006-07-09
-38,145,65.73,2006-07-09
-38,145.625,62.62,2006-07-09
-40,143.125,76.51,2006-07-10
-40,143.75,75.09,2006-07-10
-40,144.375,74.97,2006-07-10
-40,145,75.41,2006-07-10
-40,145.625,74.17,2006-07-10
-39.5,143.125,74.68,2006-07-10
-39.5,143.75,72.99,2006-07-10
-39.5,144.375,73.46,2006-07-10
-39.5,145,73.5,2006-07-10
-39.5,145.625,71.14,2006-07-10
-39,143.125,71.48,2006-07-10
-39,143.75,69.96,2006-07-10
-39,144.375,71.33,2006-07-10
-39,145,70.15,2006-07-10
-39,145.625,65.69,2006-07-10
-38.5,143.125,66.57,2006-07-10
-38.5,143.75,67.7,2006-07-10
-38.5,144.375,68.7,2006-07-10
-38.5,145,66.24,2006-07-10
-38.5,145.625,58.58,2006-07-10
-38,143.125,68.13,2006-07-10
-38,143.75,64.23,2006-07-10
-38,144.375,62.36,2006-07-10
-38,145,60.2,2006-07-10
-38,145.625,53.26,2006-07-10
-40,143.125,72.67,2006-07-11
-40,143.75,72.81,2006-07-11
-40,144.375,71.9,2006-07-11
-40,145,71.11,2006-07-11
-40,145.625,70.63,2006-07-11
-39.5,143.125,72.63,2006-07-11
-39.5,143.75,72.69,2006-07-11
-39.5,144.375,71.53,2006-07-11
-39.5,145,70.42,2006-07-11
-39.5,145.625,70.21,2006-07-11
-39,143.125,71.92,2006-07-11
-39,143.75,75.1,2006-07-11
-39,144.375,72,2006-07-11
-39,145,70.62,2006-07-11
-39,145.625,69.65,2006-07-11
-38.5,143.125,81.39,2006-07-11
-38.5,143.75,85.68,2006-07-11
-38.5,144.375,76.65,2006-07-11
-38.5,145,73.18,2006-07-11
-38.5,145.625,78.37,2006-07-11
-38,143.125,91.95,2006-07-11
-38,143.75,90.39,2006-07-11
-38,144.375,85.39,2006-07-11
-38,145,82.7,2006-07-11
-38,145.625,91.81,2006-07-11
-40,143.125,74.41,2006-07-12
-40,143.75,74.97,2006-07-12
-40,144.375,74.58,2006-07-12
-40,145,73.91,2006-07-12
-40,145.625,73.52,2006-07-12
-39.5,143.125,74.6,2006-07-12
-39.5,143.75,75.15,2006-07-12
-39.5,144.375,74.64,2006-07-12
-39.5,145,74.02,2006-07-12
-39.5,145.625,73.71,2006-07-12
-39,143.125,74.08,2006-07-12
-39,143.75,76.66,2006-07-12
-39,144.375,74.88,2006-07-12
-39,145,74.42,2006-07-12
-39,145.625,73.51,2006-07-12
-38.5,143.125,80.82,2006-07-12
-38.5,143.75,84.74,2006-07-12
-38.5,144.375,78.23,2006-07-12
-38.5,145,75.25,2006-07-12
-38.5,145.625,79.32,2006-07-12
-38,143.125,87.86,2006-07-12
-38,143.75,88.86,2006-07-12
-38,144.375,82.68,2006-07-12
-38,145,82.07,2006-07-12
-38,145.625,90.67,2006-07-12
-40,143.125,75.81,2006-07-13
-40,143.75,76.53,2006-07-13
-40,144.375,75.64,2006-07-13
-40,145,74.91,2006-07-13
-40,145.625,73.63,2006-07-13
-39.5,143.125,76.08,2006-07-13
-39.5,143.75,76.32,2006-07-13
-39.5,144.375,74.9,2006-07-13
-39.5,145,73.11,2006-07-13
-39.5,145.625,73.75,2006-07-13
-39,143.125,76.86,2006-07-13
-39,143.75,77.03,2006-07-13
-39,144.375,74.34,2006-07-13
-39,145,73.35,2006-07-13
-39,145.625,76.11,2006-07-13
-38.5,143.125,82.99,2006-07-13
-38.5,143.75,82.81,2006-07-13
-38.5,144.375,78.42,2006-07-13
-38.5,145,77.88,2006-07-13
-38.5,145.625,82.51,2006-07-13
-38,143.125,84.66,2006-07-13
-38,143.75,85.48,2006-07-13
-38,144.375,82.99,2006-07-13
-38,145,87.51,2006-07-13
-38,145.625,87.91,2006-07-13
-40,143.125,75.35,2006-07-14
-40,143.75,78.83,2006-07-14
-40,144.375,81.11,2006-07-14
-40,145,84.15,2006-07-14
-40,145.625,88.3,2006-07-14
-39.5,143.125,75.36,2006-07-14
-39.5,143.75,77.97,2006-07-14
-39.5,144.375,78.64,2006-07-14
-39.5,145,80.54,2006-07-14
-39.5,145.625,86.43,2006-07-14
-39,143.125,77.39,2006-07-14
-39,143.75,80.37,2006-07-14
-39,144.375,78.48,2006-07-14
-39,145,78.04,2006-07-14
-39,145.625,84.44,2006-07-14
-38.5,143.125,90.3,2006-07-14
-38.5,143.75,87.15,2006-07-14
-38.5,144.375,82.38,2006-07-14
-38.5,145,81.76,2006-07-14
-38.5,145.625,84.98,2006-07-14
-38,143.125,90.27,2006-07-14
-38,143.75,87.54,2006-07-14
-38,144.375,83.86,2006-07-14
-38,145,82.93,2006-07-14
-38,145.625,84.15,2006-07-14
-40,143.125,85.76,2006-07-15
-40,143.75,88.45,2006-07-15
-40,144.375,91.41,2006-07-15
-40,145,93.39,2006-07-15
-40,145.625,94.46,2006-07-15
-39.5,143.125,86.69,2006-07-15
-39.5,143.75,90.44,2006-07-15
-39.5,144.375,92.36,2006-07-15
-39.5,145,94.32,2006-07-15
-39.5,145.625,94.69,2006-07-15
-39,143.125,88.25,2006-07-15
-39,143.75,92.18,2006-07-15
-39,144.375,92.45,2006-07-15
-39,145,94.29,2006-07-15
-39,145.625,95.1,2006-07-15
-38.5,143.125,97.09,2006-07-15
-38.5,143.75,95.92,2006-07-15
-38.5,144.375,93.94,2006-07-15
-38.5,145,94.97,2006-07-15
-38.5,145.625,97.54,2006-07-15
-38,143.125,97.37,2006-07-15
-38,143.75,97,2006-07-15
-38,144.375,97.13,2006-07-15
-38,145,96.7,2006-07-15
-38,145.625,99.27,2006-07-15
-40,143.125,89.88,2006-07-16
-40,143.75,88.71,2006-07-16
-40,144.375,89.47,2006-07-16
-40,145,90.6,2006-07-16
-40,145.625,91.99,2006-07-16
-39.5,143.125,87.78,2006-07-16
-39.5,143.75,90.26,2006-07-16
-39.5,144.375,91.84,2006-07-16
-39.5,145,93.08,2006-07-16
-39.5,145.625,93.33,2006-07-16
-39,143.125,89.48,2006-07-16
-39,143.75,93.21,2006-07-16
-39,144.375,93.45,2006-07-16
-39,145,94.2,2006-07-16
-39,145.625,94.67,2006-07-16
-38.5,143.125,96.18,2006-07-16
-38.5,143.75,96.17,2006-07-16
-38.5,144.375,95.34,2006-07-16
-38.5,145,94.58,2006-07-16
-38.5,145.625,97.22,2006-07-16
-38,143.125,95.93,2006-07-16
-38,143.75,95.43,2006-07-16
-38,144.375,95.85,2006-07-16
-38,145,95.12,2006-07-16
-38,145.625,98.95,2006-07-16
-40,143.125,82.82,2006-07-17
-40,143.75,83.17,2006-07-17
-40,144.375,83.08,2006-07-17
-40,145,84.8,2006-07-17
-40,145.625,83.18,2006-07-17
-39.5,143.125,82.81,2006-07-17
-39.5,143.75,83.22,2006-07-17
-39.5,144.375,82.96,2006-07-17
-39.5,145,84.1,2006-07-17
-39.5,145.625,83.41,2006-07-17
-39,143.125,83.14,2006-07-17
-39,143.75,85.09,2006-07-17
-39,144.375,83.05,2006-07-17
-39,145,83.97,2006-07-17
-39,145.625,84.26,2006-07-17
-38.5,143.125,90.07,2006-07-17
-38.5,143.75,90.5,2006-07-17
-38.5,144.375,84.84,2006-07-17
-38.5,145,83.68,2006-07-17
-38.5,145.625,89.79,2006-07-17
-38,143.125,94.23,2006-07-17
-38,143.75,93.61,2006-07-17
-38,144.375,86.55,2006-07-17
-38,145,88.79,2006-07-17
-38,145.625,96.62,2006-07-17
-40,143.125,72.25,2006-07-18
-40,143.75,71.12,2006-07-18
-40,144.375,70.35,2006-07-18
-40,145,68.09,2006-07-18
-40,145.625,67.82,2006-07-18
-39.5,143.125,74.15,2006-07-18
-39.5,143.75,74.47,2006-07-18
-39.5,144.375,72.85,2006-07-18
-39.5,145,71.07,2006-07-18
-39.5,145.625,70.95,2006-07-18
-39,143.125,76.37,2006-07-18
-39,143.75,76.8,2006-07-18
-39,144.375,74.84,2006-07-18
-39,145,73.81,2006-07-18
-39,145.625,73.67,2006-07-18
-38.5,143.125,85.66,2006-07-18
-38.5,143.75,80.44,2006-07-18
-38.5,144.375,78.47,2006-07-18
-38.5,145,77.46,2006-07-18
-38.5,145.625,79.58,2006-07-18
-38,143.125,85.39,2006-07-18
-38,143.75,89.02,2006-07-18
-38,144.375,87.45,2006-07-18
-38,145,87.99,2006-07-18
-38,145.625,85.62,2006-07-18
-40,143.125,74.84,2006-07-19
-40,143.75,73.88,2006-07-19
-40,144.375,71.64,2006-07-19
-40,145,68.38,2006-07-19
-40,145.625,67.03,2006-07-19
-39.5,143.125,75.45,2006-07-19
-39.5,143.75,74.17,2006-07-19
-39.5,144.375,71.98,2006-07-19
-39.5,145,68.52,2006-07-19
-39.5,145.625,68.3,2006-07-19
-39,143.125,75.39,2006-07-19
-39,143.75,73.96,2006-07-19
-39,144.375,70.28,2006-07-19
-39,145,69,2006-07-19
-39,145.625,69.63,2006-07-19
-38.5,143.125,81.8,2006-07-19
-38.5,143.75,77.19,2006-07-19
-38.5,144.375,73.86,2006-07-19
-38.5,145,71.63,2006-07-19
-38.5,145.625,77.41,2006-07-19
-38,143.125,84.91,2006-07-19
-38,143.75,82.84,2006-07-19
-38,144.375,80.08,2006-07-19
-38,145,82.8,2006-07-19
-38,145.625,83.67,2006-07-19
-40,143.125,75.6,2006-07-20
-40,143.75,77.15,2006-07-20
-40,144.375,77.88,2006-07-20
-40,145,78.17,2006-07-20
-40,145.625,78.08,2006-07-20
-39.5,143.125,74.36,2006-07-20
-39.5,143.75,75.96,2006-07-20
-39.5,144.375,76.4,2006-07-20
-39.5,145,77.4,2006-07-20
-39.5,145.625,77.89,2006-07-20
-39,143.125,73.22,2006-07-20
-39,143.75,76.52,2006-07-20
-39,144.375,75.16,2006-07-20
-39,145,77.33,2006-07-20
-39,145.625,78.96,2006-07-20
-38.5,143.125,82.3,2006-07-20
-38.5,143.75,83.96,2006-07-20
-38.5,144.375,80.58,2006-07-20
-38.5,145,82.51,2006-07-20
-38.5,145.625,84.09,2006-07-20
-38,143.125,83.78,2006-07-20
-38,143.75,85.47,2006-07-20
-38,144.375,85.75,2006-07-20
-38,145,86.28,2006-07-20
-38,145.625,83.72,2006-07-20
-40,143.125,72.59,2006-07-21
-40,143.75,79.75,2006-07-21
-40,144.375,81.65,2006-07-21
-40,145,82.56,2006-07-21
-40,145.625,82.1,2006-07-21
-39.5,143.125,70.96,2006-07-21
-39.5,143.75,76.97,2006-07-21
-39.5,144.375,78.96,2006-07-21
-39.5,145,80.85,2006-07-21
-39.5,145.625,81.36,2006-07-21
-39,143.125,70.21,2006-07-21
-39,143.75,74.76,2006-07-21
-39,144.375,75.5,2006-07-21
-39,145,77.44,2006-07-21
-39,145.625,81.19,2006-07-21
-38.5,143.125,73.77,2006-07-21
-38.5,143.75,76.82,2006-07-21
-38.5,144.375,75.15,2006-07-21
-38.5,145,77.94,2006-07-21
-38.5,145.625,82.1,2006-07-21
-38,143.125,76.15,2006-07-21
-38,143.75,78.07,2006-07-21
-38,144.375,74.59,2006-07-21
-38,145,77.83,2006-07-21
-38,145.625,81.2,2006-07-21
-40,143.125,77.59,2006-07-22
-40,143.75,82.84,2006-07-22
-40,144.375,84.46,2006-07-22
-40,145,84.38,2006-07-22
-40,145.625,81.71,2006-07-22
-39.5,143.125,76.01,2006-07-22
-39.5,143.75,80.27,2006-07-22
-39.5,144.375,82.99,2006-07-22
-39.5,145,83.46,2006-07-22
-39.5,145.625,81.15,2006-07-22
-39,143.125,78.03,2006-07-22
-39,143.75,80.26,2006-07-22
-39,144.375,81.96,2006-07-22
-39,145,82.09,2006-07-22
-39,145.625,81.97,2006-07-22
-38.5,143.125,81.54,2006-07-22
-38.5,143.75,83.58,2006-07-22
-38.5,144.375,83.44,2006-07-22
-38.5,145,83.83,2006-07-22
-38.5,145.625,85.59,2006-07-22
-38,143.125,83.03,2006-07-22
-38,143.75,85.21,2006-07-22
-38,144.375,84.1,2006-07-22
-38,145,88.19,2006-07-22
-38,145.625,86.55,2006-07-22
-40,143.125,81.96,2006-07-23
-40,143.75,82.46,2006-07-23
-40,144.375,83.36,2006-07-23
-40,145,84.51,2006-07-23
-40,145.625,84.39,2006-07-23
-39.5,143.125,81.47,2006-07-23
-39.5,143.75,83.36,2006-07-23
-39.5,144.375,81.5,2006-07-23
-39.5,145,81.77,2006-07-23
-39.5,145.625,81.11,2006-07-23
-39,143.125,83.97,2006-07-23
-39,143.75,82.95,2006-07-23
-39,144.375,78.55,2006-07-23
-39,145,77.46,2006-07-23
-39,145.625,81.57,2006-07-23
-38.5,143.125,89.08,2006-07-23
-38.5,143.75,86.48,2006-07-23
-38.5,144.375,80.54,2006-07-23
-38.5,145,79.11,2006-07-23
-38.5,145.625,91.39,2006-07-23
-38,143.125,89.11,2006-07-23
-38,143.75,91.19,2006-07-23
-38,144.375,88.76,2006-07-23
-38,145,86.09,2006-07-23
-38,145.625,94.32,2006-07-23
-40,143.125,83.07,2006-07-24
-40,143.75,86.95,2006-07-24
-40,144.375,87.32,2006-07-24
-40,145,87.52,2006-07-24
-40,145.625,86.5,2006-07-24
-39.5,143.125,83.46,2006-07-24
-39.5,143.75,86.01,2006-07-24
-39.5,144.375,85.85,2006-07-24
-39.5,145,86.38,2006-07-24
-39.5,145.625,85.34,2006-07-24
-39,143.125,84.3,2006-07-24
-39,143.75,86.47,2006-07-24
-39,144.375,84.53,2006-07-24
