LAT,LON,PRECTOTCORR,DATE
-40,145,0.81,2006-06-25
-40,145.625,0.45,2006-06-25
-39.5,143.125,1.58,2006-06-25
-39.5,143.75,1.08,2006-06-25
-39.5,144.375,0.77,2006-06-25
-39.5,145,0.35,2006-06-25
-39.5,145.625,0.44,2006-06-25
-39,143.125,0.6,2006-06-25
-39,143.75,0.39,2006-06-25
-39,144.375,0.28,2006-06-25
-39,145,0.62,2006-06-25
-39,145.625,1.05,2006-06-25
-38.5,143.125,0.32,2006-06-25
-38.5,143.75,0.15,2006-06-25
-38.5,144.375,0.13,2006-06-25
-38.5,145,0.45,2006-06-25
-38.5,145.625,0.96,2006-06-25
-38,143.125,0.25,2006-06-25
-38,143.75,0.11,2006-06-25
-38,144.375,0.09,2006-06-25
-38,145,0.29,2006-06-25
-38,145.625,0.55,2006-06-25
-40,143.125,4.31,2006-06-26
-40,143.75,3.37,2006-06-26
-40,144.375,2.62,2006-06-26
-40,145,1.5,2006-06-26
-40,145.625,1.34,2006-06-26
-39.5,143.125,2.52,2006-06-26
-39.5,143.75,1.62,2006-06-26
-39.5,144.375,1.07,2006-06-26
-39.5,145,0.48,2006-06-26
-39.5,145.625,0.29,2006-06-26
-39,143.125,0.68,2006-06-26
-39,143.75,0.45,2006-06-26
-39,144.375,0.19,2006-06-26
-39,145,0.07,2006-06-26
-39,145.625,0.08,2006-06-26
-38.5,143.125,0.32,2006-06-26
-38.5,143.75,0.25,2006-06-26
-38.5,144.375,0.18,2006-06-26
-38.5,145,0.04,2006-06-26
-38.5,145.625,0.05,2006-06-26
-38,143.125,0.3,2006-06-26
-38,143.75,0.35,2006-06-26
-38,144.375,0.25,2006-06-26
-38,145,0.05,2006-06-26
-38,145.625,0.07,2006-06-26
-40,143.125,0.21,2006-06-27
-40,143.75,0.52,2006-06-27
-40,144.375,0.7,2006-06-27
-40,145,0.76,2006-06-27
-40,145.625,0.82,2006-06-27
-39.5,143.125,0.54,2006-06-27
-39.5,143.75,0.9,2006-06-27
-39.5,144.375,0.9,2006-06-27
-39.5,145,0.73,2006-06-27
-39.5,145.625,1.01,2006-06-27
-39,143.125,1.57,2006-06-27
-39,143.75,1.19,2006-06-27
-39,144.375,0.91,2006-06-27
-39,145,1.05,2006-06-27
-39,145.625,2.05,2006-06-27
-38.5,143.125,1.33,2006-06-27
-38.5,143.75,1.1,2006-06-27
-38.5,144.375,0.93,2006-06-27
-38.5,145,0.52,2006-06-27
-38.5,145.625,1.23,2006-06-27
-38,143.125,0.72,2006-06-27
-38,143.75,0.54,2006-06-27
-38,144.375,0.31,2006-06-27
-38,145,0.21,2006-06-27
-38,145.625,0.29,2006-06-27
-40,143.125,0.04,2006-06-28
-40,143.75,0.11,2006-06-28
-40,144.375,0.14,2006-06-28
-40,145,0.03,2006-06-28
-40,145.625,0.02,2006-06-28
-39.5,143.125,0.02,2006-06-28
-39.5,143.75,0.05,2006-06-28
-39.5,144.375,0.03,2006-06-28
-39.5,145,0,2006-06-28
-39.5,145.625,0.01,2006-06-28
-39,143.125,0.05,2006-06-28
-39,143.75,0.03,2006-06-28
-39,144.375,0.01,2006-06-28
-39,145,0,2006-06-28
-39,145.625,0,2006-06-28
-38.5,143.125,0.05,2006-06-28
-38.5,143.75,0.06,2006-06-28
-38.5,144.375,0.08,2006-06-28
-38.5,145,0.01,2006-06-28
-38.5,145.625,0,2006-06-28
-38,143.125,0.04,2006-06-28
-38,143.75,0.04,2006-06-28
-38,144.375,0.03,2006-06-28
-38,145,0.01,2006-06-28
-38,145.625,0,2006-06-28
-40,143.125,0.39,2006-06-29
-40,143.75,0.53,2006-06-29
-40,144.375,0.57,2006-06-29
-40,145,1.64,2006-06-29
-40,145.625,3.24,2006-06-29
-39.5,143.125,0.63,2006-06-29
-39.5,143.75,0.78,2006-06-29
-39.5,144.375,0.79,2006-06-29
-39.5,145,1.47,2006-06-29
-39.5,145.625,1.83,2006-06-29
-39,143.125,1.21,2006-06-29
-39,143.75,0.91,2006-06-29
-39,144.375,1.02,2006-06-29
-39,145,1.07,2006-06-29
-39,145.625,0.5,2006-06-29
-38.5,143.125,1.46,2006-06-29
-38.5,143.75,0.88,2006-06-29
-38.5,144.375,0.75,2006-06-29
-38.5,145,0.4,2006-06-29
-38.5,145.625,0.12,2006-06-29
-38,143.125,1.5,2006-06-29
-38,143.75,0.72,2006-06-29
-38,144.375,0.37,2006-06-29
-38,145,0.3,2006-06-29
-38,145.625,0.23,2006-06-29
-40,143.125,9.81,2006-06-30
-40,143.75,7.33,2006-06-30
-40,144.375,6.21,2006-06-30
-40,145,3,2006-06-30
-40,145.625,1.04,2006-06-30
-39.5,143.125,6.1,2006-06-30
-39.5,143.75,3.72,2006-06-30
-39.5,144.375,2.47,2006-06-30
-39.5,145,0.69,2006-06-30
-39.5,145.625,0.29,2006-06-30
-39,143.125,2.36,2006-06-30
-39,143.75,1.46,2006-06-30
-39,144.375,0.74,2006-06-30
-39,145,0.41,2006-06-30
-39,145.625,0.21,2006-06-30
-38.5,143.125,1.12,2006-06-30
-38.5,143.75,0.96,2006-06-30
-38.5,144.375,0.98,2006-06-30
-38.5,145,0.33,2006-06-30
-38.5,145.625,0.37,2006-06-30
-38,143.125,0.92,2006-06-30
-38,143.75,0.66,2006-06-30
-38,144.375,0.45,2006-06-30
-38,145,0.54,2006-06-30
-38,145.625,0.94,2006-06-30
-40,143.125,7.68,2006-07-01
-40,143.75,10.83,2006-07-01
-40,144.375,11.83,2006-07-01
-40,145,5.93,2006-07-01
-40,145.625,4.83,2006-07-01
-39.5,143.125,9.07,2006-07-01
-39.5,143.75,8.59,2006-07-01
-39.5,144.375,6.99,2006-07-01
-39.5,145,3.49,2006-07-01
-39.5,145.625,1.98,2006-07-01
-39,143.125,10.67,2006-07-01
-39,143.75,7.11,2006-07-01
-39,144.375,5.44,2006-07-01
-39,145,4.69,2006-07-01
-39,145.625,1.78,2006-07-01
-38.5,143.125,8.6,2006-07-01
-38.5,143.75,7.76,2006-07-01
-38.5,144.375,8.19,2006-07-01
-38.5,145,4.66,2006-07-01
-38.5,145.625,2.25,2006-07-01
-38,143.125,7.24,2006-07-01
-38,143.75,7.05,2006-07-01
-38,144.375,6.37,2006-07-01
-38,145,4.7,2006-07-01
-38,145.625,2.95,2006-07-01
-40,143.125,0.89,2006-07-02
-40,143.75,0.61,2006-07-02
-40,144.375,0.42,2006-07-02
-40,145,0.29,2006-07-02
-40,145.625,0.1,2006-07-02
-39.5,143.125,0.94,2006-07-02
-39.5,143.75,0.57,2006-07-02
-39.5,144.375,0.46,2006-07-02
-39.5,145,0.24,2006-07-02
-39.5,145.625,0.37,2006-07-02
-39,143.125,1.23,2006-07-02
-39,143.75,0.82,2006-07-02
-39,144.375,0.57,2006-07-02
-39,145,0.81,2006-07-02
-39,145.625,1.48,2006-07-02
-38.5,143.125,2.01,2006-07-02
-38.5,143.75,1.05,2006-07-02
-38.5,144.375,0.81,2006-07-02
-38.5,145,1.36,2006-07-02
-38.5,145.625,2.04,2006-07-02
-38,143.125,2.17,2006-07-02
-38,143.75,0.97,2006-07-02
-38,144.375,0.73,2006-07-02
-38,145,2.13,2006-07-02
-38,145.625,2.91,2006-07-02
-40,143.125,1.19,2006-07-03
-40,143.75,1.36,2006-07-03
-40,144.375,1.25,2006-07-03
-40,145,1.44,2006-07-03
-40,145.625,1.32,2006-07-03
-39.5,143.125,0.94,2006-07-03
-39.5,143.75,0.8,2006-07-03
-39.5,144.375,0.82,2006-07-03
-39.5,145,0.55,2006-07-03
-39.5,145.625,0.53,2006-07-03
-39,143.125,0.63,2006-07-03
-39,143.75,0.52,2006-07-03
-39,144.375,0.42,2006-07-03
-39,145,0.25,2006-07-03
-39,145.625,0.43,2006-07-03
-38.5,143.125,0.35,2006-07-03
-38.5,143.75,0.39,2006-07-03
-38.5,144.375,0.39,2006-07-03
-38.5,145,0.19,2006-07-03
-38.5,145.625,0.26,2006-07-03
-38,143.125,0.2,2006-07-03
-38,143.75,0.21,2006-07-03
-38,144.375,0.17,2006-07-03
-38,145,0.16,2006-07-03
-38,145.625,0.2,2006-07-03
-40,143.125,1.62,2006-07-04
-40,143.75,0.93,2006-07-04
-40,144.375,0.63,2006-07-04
-40,145,0.94,2006-07-04
-40,145.625,0.94,2006-07-04
-39.5,143.125,0.72,2006-07-04
-39.5,143.75,0.56,2006-07-04
-39.5,144.375,0.56,2006-07-04
-39.5,145,0.37,2006-07-04
-39.5,145.625,0.22,2006-07-04
-39,143.125,0.46,2006-07-04
-39,143.75,0.39,2006-07-04
-39,144.375,0.32,2006-07-04
-39,145,0.23,2006-07-04
-39,145.625,0.11,2006-07-04
-38.5,143.125,0.35,2006-07-04
-38.5,143.75,0.23,2006-07-04
-38.5,144.375,0.07,2006-07-04
-38.5,145,0.14,2006-07-04
-38.5,145.625,0.2,2006-07-04
-38,143.125,0.21,2006-07-04
-38,143.75,0.13,2006-07-04
-38,144.375,0.04,2006-07-04
-38,145,0.12,2006-07-04
-38,145.625,0.26,2006-07-04
-40,143.125,9.11,2006-07-05
-40,143.75,10.33,2006-07-05
-40,144.375,9.66,2006-07-05
-40,145,9.15,2006-07-05
-40,145.625,6.6,2006-07-05
-39.5,143.125,9.99,2006-07-05
-39.5,143.75,10.69,2006-07-05
-39.5,144.375,10.72,2006-07-05
-39.5,145,7.35,2006-07-05
-39.5,145.625,5.21,2006-07-05
-39,143.125,9.88,2006-07-05
-39,143.75,9.47,2006-07-05
-39,144.375,9.9,2006-07-05
-39,145,8.74,2006-07-05
-39,145.625,6.96,2006-07-05
-38.5,143.125,6.34,2006-07-05
-38.5,143.75,5.63,2006-07-05
-38.5,144.375,5.01,2006-07-05
-38.5,145,4.97,2006-07-05
-38.5,145.625,7.03,2006-07-05
-38,143.125,3.72,2006-07-05
-38,143.75,2.97,2006-07-05
-38,144.375,2.39,2006-07-05
-38,145,3.69,2006-07-05
-38,145.625,6.28,2006-07-05
-40,143.125,2.5,2006-07-06
-40,143.75,2.47,2006-07-06
-40,144.375,2.29,2006-07-06
-40,145,2.33,2006-07-06
-40,145.625,1.79,2006-07-06
-39.5,143.125,2.22,2006-07-06
-39.5,143.75,2.01,2006-07-06
-39.5,144.375,2.09,2006-07-06
-39.5,145,1.39,2006-07-06
-39.5,145.625,1.48,2006-07-06
-39,143.125,2.61,2006-07-06
-39,143.75,2.24,2006-07-06
-39,144.375,2.31,2006-07-06
-39,145,2.49,2006-07-06
-39,145.625,2.46,2006-07-06
-38.5,143.125,1.93,2006-07-06
-38.5,143.75,1.52,2006-07-06
-38.5,144.375,1.27,2006-07-06
-38.5,145,1.68,2006-07-06
-38.5,145.625,2.52,2006-07-06
-38,143.125,1.13,2006-07-06
-38,143.75,0.81,2006-07-06
-38,144.375,0.57,2006-07-06
-38,145,1.1,2006-07-06
-38,145.625,1.89,2006-07-06
-40,143.125,2.69,2006-07-07
-40,143.75,2.09,2006-07-07
-40,144.375,1.89,2006-07-07
-40,145,1.87,2006-07-07
-40,145.625,1.71,2006-07-07
-39.5,143.125,2.93,2006-07-07
-39.5,143.75,2.19,2006-07-07
-39.5,144.375,2.09,2006-07-07
-39.5,145,1.24,2006-07-07
-39.5,145.625,1.22,2006-07-07
-39,143.125,3.73,2006-07-07
-39,143.75,2.96,2006-07-07
-39,144.375,3.05,2006-07-07
-39,145,2.85,2006-07-07
-39,145.625,2.13,2006-07-07
-38.5,143.125,2.92,2006-07-07
-38.5,143.75,2.26,2006-07-07
-38.5,144.375,1.86,2006-07-07
-38.5,145,1.76,2006-07-07
-38.5,145.625,2.23,2006-07-07
-38,143.125,2.05,2006-07-07
-38,143.75,1.76,2006-07-07
-38,144.375,1.5,2006-07-07
-38,145,1.62,2006-07-07
-38,145.625,1.96,2006-07-07
-40,143.125,3.32,2006-07-08
-40,143.75,2.16,2006-07-08
-40,144.375,1.84,2006-07-08
-40,145,1.26,2006-07-08
-40,145.625,0.75,2006-07-08
-39.5,143.125,2.64,2006-07-08
-39.5,143.75,1.96,2006-07-08
-39.5,144.375,1.46,2006-07-08
-39.5,145,0.71,2006-07-08
-39.5,145.625,1.09,2006-07-08
-39,143.125,4.44,2006-07-08
-39,143.75,2.58,2006-07-08
-39,144.375,1.57,2006-07-08
-39,145,1.24,2006-07-08
-39,145.625,2.55,2006-07-08
-38.5,143.125,3.21,2006-07-08
-38.5,143.75,2.28,2006-07-08
-38.5,144.375,1.84,2006-07-08
-38.5,145,0.66,2006-07-08
-38.5,145.625,1.4,2006-07-08
-38,143.125,1.38,2006-07-08
-38,143.75,0.89,2006-07-08
-38,144.375,0.48,2006-07-08
-38,145,0.48,2006-07-08
-38,145.625,0.54,2006-07-08
-40,143.125,3.7,2006-07-09
-40,143.75,1.62,2006-07-09
-40,144.375,0.92,2006-07-09
-40,145,1.23,2006-07-09
-40,145.625,0.63,2006-07-09
-39.5,143.125,1.58,2006-07-09
-39.5,143.75,0.96,2006-07-09
-39.5,144.375,0.92,2006-07-09
-39.5,145,0.58,2006-07-09
-39.5,145.625,0.24,2006-07-09
-39,143.125,0.7,2006-07-09
-39,143.75,0.71,2006-07-09
-39,144.375,0.71,2006-07-09
-39,145,0.44,2006-07-09
-39,145.625,0.12,2006-07-09
-38.5,143.125,0.72,2006-07-09
-38.5,143.75,0.56,2006-07-09
-38.5,144.375,0.39,2006-07-09
-38.5,145,0.21,2006-07-09
-38.5,145.625,0.16,2006-07-09
-38,143.125,0.72,2006-07-09
-38,143.75,0.62,2006-07-09
-38,144.375,0.42,2006-07-09
-38,145,0.17,2006-07-09
-38,145.625,0.26,2006-07-09
-40,143.125,9.57,2006-07-10
-40,143.75,5.72,2006-07-10
-40,144.375,4.15,2006-07-10
-40,145,4.28,2006-07-10
-40,145.625,3.08,2006-07-10
-39.5,143.125,5.31,2006-07-10
-39.5,143.75,3.24,2006-07-10
-39.5,144.375,2.94,2006-07-10
-39.5,145,1.88,2006-07-10
-39.5,145.625,1.28,2006-07-10
-39,143.125,3.42,2006-07-10
-39,143.75,2.3,2006-07-10
-39,144.375,1.76,2006-07-10
-39,145,1.13,2006-07-10
-39,145.625,0.64,2006-07-10
-38.5,143.125,2.39,2006-07-10
-38.5,143.75,1.51,2006-07-10
-38.5,144.375,1.12,2006-07-10
-38.5,145,0.6,2006-07-10
-38.5,145.625,0.76,2006-07-10
-38,143.125,2.45,2006-07-10
-38,143.75,1.07,2006-07-10
-38,144.375,0.57,2006-07-10
-38,145,0.57,2006-07-10
-38,145.625,1.04,2006-07-10
-40,143.125,2.38,2006-07-11
-40,143.75,1.79,2006-07-11
-40,144.375,1.39,2006-07-11
-40,145,1.25,2006-07-11
-40,145.625,1.06,2006-07-11
-39.5,143.125,1.66,2006-07-11
-39.5,143.75,1.29,2006-07-11
-39.5,144.375,1.18,2006-07-11
-39.5,145,0.87,2006-07-11
-39.5,145.625,0.88,2006-07-11
-39,143.125,2.89,2006-07-11
-39,143.75,2.11,2006-07-11
-39,144.375,1.68,2006-07-11
-39,145,1.66,2006-07-11
-39,145.625,1.37,2006-07-11
-38.5,143.125,3.83,2006-07-11
-38.5,143.75,2.96,2006-07-11
-38.5,144.375,3.06,2006-07-11
-38.5,145,2.4,2006-07-11
-38.5,145.625,2.48,2006-07-11
-38,143.125,3.55,2006-07-11
-38,143.75,2.62,2006-07-11
-38,144.375,2.42,2006-07-11
-38,145,2.87,2006-07-11
-38,145.625,3.85,2006-07-11
-40,143.125,1.7,2006-07-12
-40,143.75,1.61,2006-07-12
-40,144.375,1.4,2006-07-12
-40,145,1.28,2006-07-12
-40,145.625,0.98,2006-07-12
-39.5,143.125,1.45,2006-07-12
-39.5,143.75,1.22,2006-07-12
-39.5,144.375,1.15,2006-07-12
-39.5,145,0.83,2006-07-12
-39.5,145.625,0.92,2006-07-12
-39,143.125,1.89,2006-07-12
-39,143.75,1.53,2006-07-12
-39,144.375,1.39,2006-07-12
-39,145,2.15,2006-07-12
-39,145.625,2.11,2006-07-12
-38.5,143.125,1.44,2006-07-12
-38.5,143.75,1.27,2006-07-12
-38.5,144.375,1.14,2006-07-12
-38.5,145,2.14,2006-07-12
-38.5,145.625,2.95,2006-07-12
-38,143.125,0.75,2006-07-12
-38,143.75,0.7,2006-07-12
-38,144.375,0.69,2006-07-12
-38,145,1.67,2006-07-12
-38,145.625,2.87,2006-07-12
-40,143.125,1.63,2006-07-13
-40,143.75,0.97,2006-07-13
-40,144.375,0.54,2006-07-13
-40,145,0.52,2006-07-13
-40,145.625,0.18,2006-07-13
-39.5,143.125,1.22,2006-07-13
-39.5,143.75,0.63,2006-07-13
-39.5,144.375,0.52,2006-07-13
-39.5,145,0.24,2006-07-13
-39.5,145.625,0.1,2006-07-13
-39,143.125,0.77,2006-07-13
-39,143.75,0.52,2006-07-13
-39,144.375,0.38,2006-07-13
-39,145,0.3,2006-07-13
-39,145.625,0.17,2006-07-13
-38.5,143.125,0.4,2006-07-13
-38.5,143.75,0.37,2006-07-13
-38.5,144.375,0.29,2006-07-13
-38.5,145,0.31,2006-07-13
-38.5,145.625,0.31,2006-07-13
-38,143.125,0.24,2006-07-13
-38,143.75,0.21,2006-07-13
-38,144.375,0.11,2006-07-13
-38,145,0.25,2006-07-13
-38,145.625,0.32,2006-07-13
-40,143.125,6.59,2006-07-14
-40,143.75,4.71,2006-07-14
-40,144.375,2.98,2006-07-14
-40,145,3.73,2006-07-14
-40,145.625,2.75,2006-07-14
-39.5,143.125,5.39,2006-07-14
-39.5,143.75,4.13,2006-07-14
-39.5,144.375,4,2006-07-14
-39.5,145,2.76,2006-07-14
-39.5,145.625,1.49,2006-07-14
-39,143.125,4.61,2006-07-14
-39,143.75,4.42,2006-07-14
-39,144.375,4,2006-07-14
-39,145,2.76,2006-07-14
-39,145.625,1.15,2006-07-14
-38.5,143.125,5.41,2006-07-14
-38.5,143.75,5.38,2006-07-14
-38.5,144.375,5.33,2006-07-14
-38.5,145,3.54,2006-07-14
-38.5,145.625,1.64,2006-07-14
-38,143.125,8.78,2006-07-14
-38,143.75,8,2006-07-14
-38,144.375,7.46,2006-07-14
-38,145,5.43,2006-07-14
-38,145.625,2.51,2006-07-14
-40,143.125,16,2006-07-15
-40,143.75,21.7,2006-07-15
-40,144.375,19.31,2006-07-15
-40,145,16.31,2006-07-15
-40,145.625,5.56,2006-07-15
-39.5,143.125,15.88,2006-07-15
-39.5,143.75,14.8,2006-07-15
-39.5,144.375,15.48,2006-07-15
-39.5,145,9.65,2006-07-15
-39.5,145.625,6.55,2006-07-15
-39,143.125,16.56,2006-07-15
-39,143.75,14.07,2006-07-15
-39,144.375,12.18,2006-07-15
-39,145,7.17,2006-07-15
-39,145.625,4.55,2006-07-15
-38.5,143.125,9.52,2006-07-15
-38.5,143.75,9.81,2006-07-15
-38.5,144.375,8.63,2006-07-15
-38.5,145,5.66,2006-07-15
-38.5,145.625,4.64,2006-07-15
-38,143.125,7.38,2006-07-15
-38,143.75,8.03,2006-07-15
-38,144.375,8.14,2006-07-15
-38,145,8.39,2006-07-15
-38,145.625,7.58,2006-07-15
-40,143.125,1.16,2006-07-16
-40,143.75,2.53,2006-07-16
-40,144.375,2.98,2006-07-16
-40,145,2.66,2006-07-16
-40,145.625,2.22,2006-07-16
-39.5,143.125,2.35,2006-07-16
-39.5,143.75,3.57,2006-07-16
-39.5,144.375,3.67,2006-07-16
-39.5,145,3.09,2006-07-16
-39.5,145.625,3.45,2006-07-16
-39,143.125,11.36,2006-07-16
-39,143.75,7.81,2006-07-16
-39,144.375,4.46,2006-07-16
-39,145,2.8,2006-07-16
-39,145.625,4.52,2006-07-16
-38.5,143.125,9.78,2006-07-16
-38.5,143.75,11.48,2006-07-16
-38.5,144.375,12.88,2006-07-16
-38.5,145,3.21,2006-07-16
-38.5,145.625,5.26,2006-07-16
-38,143.125,6.28,2006-07-16
-38,143.75,7.45,2006-07-16
-38,144.375,6.01,2006-07-16
-38,145,3.12,2006-07-16
-38,145.625,6.42,2006-07-16
-40,143.125,2.55,2006-07-17
-40,143.75,1.17,2006-07-17
-40,144.375,0.52,2006-07-17
-40,145,0.28,2006-07-17
-40,145.625,0.05,2006-07-17
-39.5,143.125,1.16,2006-07-17
-39.5,143.75,0.58,2006-07-17
-39.5,144.375,0.43,2006-07-17
-39.5,145,0.18,2006-07-17
-39.5,145.625,0.39,2006-07-17
-39,143.125,1.71,2006-07-17
-39,143.75,1.02,2006-07-17
-39,144.375,0.64,2006-07-17
-39,145,0.44,2006-07-17
-39,145.625,1.17,2006-07-17
-38.5,143.125,1.14,2006-07-17
-38.5,143.75,1.63,2006-07-17
-38.5,144.375,1.85,2006-07-17
-38.5,145,0.92,2006-07-17
-38.5,145.625,1.64,2006-07-17
-38,143.125,0.94,2006-07-17
-38,143.75,1.73,2006-07-17
-38,144.375,1.97,2006-07-17
-38,145,1.75,2006-07-17
-38,145.625,2.47,2006-07-17
-40,143.125,0.24,2006-07-18
-40,143.75,0.74,2006-07-18
-40,144.375,0.92,2006-07-18
-40,145,0.78,2006-07-18
-40,145.625,0.12,2006-07-18
-39.5,143.125,0.2,2006-07-18
-39.5,143.75,0.5,2006-07-18
-39.5,144.375,0.7,2006-07-18
-39.5,145,0.51,2006-07-18
-39.5,145.625,0.19,2006-07-18
-39,143.125,0.6,2006-07-18
-39,143.75,0.59,2006-07-18
-39,144.375,0.46,2006-07-18
-39,145,0.21,2006-07-18
-39,145.625,0.28,2006-07-18
-38.5,143.125,0.41,2006-07-18
-38.5,143.75,0.66,2006-07-18
-38.5,144.375,0.81,2006-07-18
-38.5,145,0.16,2006-07-18
-38.5,145.625,0.36,2006-07-18
-38,143.125,0.19,2006-07-18
-38,143.75,0.33,2006-07-18
-38,144.375,0.27,2006-07-18
-38,145,0.11,2006-07-18
-38,145.625,0.42,2006-07-18
-40,143.125,0.28,2006-07-19
-40,143.75,0.17,2006-07-19
-40,144.375,0.19,2006-07-19
-40,145,0.15,2006-07-19
-40,145.625,0.01,2006-07-19
-39.5,143.125,0.19,2006-07-19
-39.5,143.75,0.33,2006-07-19
-39.5,144.375,0.4,2006-07-19
-39.5,145,0.27,2006-07-19
-39.5,145.625,0.03,2006-07-19
-39,143.125,0.15,2006-07-19
-39,143.75,0.2,2006-07-19
-39,144.375,0.32,2006-07-19
-39,145,0.27,2006-07-19
-39,145.625,0.07,2006-07-19
-38.5,143.125,0.07,2006-07-19
-38.5,143.75,0.08,2006-07-19
-38.5,144.375,0.07,2006-07-19
-38.5,145,0.05,2006-07-19
-38.5,145.625,0.14,2006-07-19
-38,143.125,0.07,2006-07-19
-38,143.75,0.1,2006-07-19
-38,144.375,0.07,2006-07-19
-38,145,0.01,2006-07-19
-38,145.625,0.21,2006-07-19
-40,143.125,0,2006-07-20
-40,143.75,0.02,2006-07-20
-40,144.375,0.03,2006-07-20
-40,145,0.05,2006-07-20
-40,145.625,0.14,2006-07-20
-39.5,143.125,0,2006-07-20
-39.5,143.75,0.01,2006-07-20
-39.5,144.375,0.01,2006-07-20
-39.5,145,0.01,2006-07-20
-39.5,145.625,0.06,2006-07-20
-39,143.125,0.02,2006-07-20
-39,143.75,0.01,2006-07-20
-39,144.375,0,2006-07-20
-39,145,0.01,2006-07-20
-39,145.625,0.09,2006-07-20
-38.5,143.125,0.02,2006-07-20
-38.5,143.75,0.02,2006-07-20
-38.5,144.375,0.02,2006-07-20
-38.5,145,0.01,2006-07-20
-38.5,145.625,0.06,2006-07-20
-38,143.125,0.01,2006-07-20
-38,143.75,0.02,2006-07-20
-38,144.375,0.02,2006-07-20
-38,145,0.01,2006-07-20
-38,145.625,0.06,2006-07-20
-40,143.125,0.01,2006-07-21
-40,143.75,0.05,2006-07-21
-40,144.375,0.07,2006-07-21
-40,145,0.02,2006-07-21
-40,145.625,0.02,2006-07-21
-39.5,143.125,0.01,2006-07-21
-39.5,143.75,0.03,2006-07-21
-39.5,144.375,0.02,2006-07-21
-39.5,145,0,2006-07-21
-39.5,145.625,0.02,2006-07-21
-39,143.125,0.02,2006-07-21
-39,143.75,0.02,2006-07-21
-39,144.375,0.01,2006-07-21
-39,145,0.05,2006-07-21
-39,145.625,0.1,2006-07-21
-38.5,143.125,0.02,2006-07-21
-38.5,143.75,0.03,2006-07-21
-38.5,144.375,0.04,2006-07-21
-38.5,145,0.08,2006-07-21
-38.5,145.625,0.11,2006-07-21
-38,143.125,0.01,2006-07-21
-38,143.75,0.03,2006-07-21
-38,144.375,0.05,2006-07-21
-38,145,0.08,2006-07-21
-38,145.625,0.09,2006-07-21
-40,143.125,7.44,2006-07-22
-40,143.75,5.76,2006-07-22
-40,144.375,3.98,2006-07-22
-40,145,3.97,2006-07-22
-40,145.625,1.95,2006-07-22
-39.5,143.125,5.66,2006-07-22
-39.5,143.75,6.18,2006-07-22
-39.5,144.375,5.55,2006-07-22
-39.5,145,2.89,2006-07-22
-39.5,145.625,0.98,2006-07-22
-39,143.125,2.3,2006-07-22
-39,143.75,4.31,2006-07-22
-39,144.375,4.71,2006-07-22
-39,145,2.96,2006-07-22
-39,145.625,0.89,2006-07-22
-38.5,143.125,0.51,2006-07-22
-38.5,143.75,1.08,2006-07-22
-38.5,144.375,0.63,2006-07-22
-38.5,145,0.92,2006-07-22
-38.5,145.625,0.91,2006-07-22
-38,143.125,0.27,2006-07-22
-38,143.75,0.35,2006-07-22
-38,144.375,0.4,2006-07-22
-38,145,0.64,2006-07-22
-38,145.625,0.91,2006-07-22
-40,143.125,4.27,2006-07-23
-40,143.75,4.14,2006-07-23
-40,144.375,3.09,2006-07-23
-40,145,6.3,2006-07-23
-40,145.625,5.24,2006-07-23
-39.5,143.125,5.28,2006-07-23
-39.5,143.75,2.72,2006-07-23
-39.5,144.375,1.88,2006-07-23
-39.5,145,0.69,2006-07-23
-39.5,145.625,1.2,2006-07-23
-39,143.125,3.9,2006-07-23
-39,143.75,2.11,2006-07-23
-39,144.375,0.97,2006-07-23
-39,145,0.38,2006-07-23
-39,145.625,0.93,2006-07-23
-38.5,143.125,2.22,2006-07-23
-38.5,143.75,1.5,2006-07-23
-38.5,144.375,0.89,2006-07-23
-38.5,145,1.62,2006-07-23
-38.5,145.625,2.59,2006-07-23
-38,143.125,1.36,2006-07-23
-38,143.75,1.5,2006-07-23
-38,144.375,1.69,2006-07-23
-38,145,3.34,2006-07-23
-38,145.625,4.13,2006-07-23
-40,143.125,0.96,2006-07-24
-40,143.75,0.61,2006-07-24
-40,144.375,0.34,2006-07-24
-40,145,0.75,2006-07-24
-40,145.625,0.59,2006-07-24
-39.5,143.125,1.16,2006-07-24
-39.5,143.75,0.35,2006-07-24
-39.5,144.375,0.28,2006-07-24
-39.5,145,0.3,2006-07-24
-39.5,145.625,0.23,2006-07-24
-39,143.125,0.99,2006-07-24
-39,143.75,0.48,2006-07-24
-39,144.375,0.34,2006-07-24
-39,145,0.15,2006-07-24
-39,145.625,0.16,2006-07-24
-38.5,143.125,0.3,2006-07-24
-38.5,143.75,0.29,2006-07-24
-38.5,144.375,0.22,2006-07-24
-38.5,145,0.1,2006-07-24
-38.5,145.625,0.25,2006-07-24
-38,143.125,0.11,2006-07-24
-38,143.75,0.07,2006-07-24
-38,144.375,0.06,2006-07-24
-38,145,0.14,2006-07-24
-38,145.625,0.4,2006-07-24
-40,143.125,0.59,2006-07-25
-40,143.75,0.37,2006-07-25
-40,144.375,0.33,2006-07-25
-40,145,0.51,2006-07-25
-40,145.625,1.13,2006-07-25
-39.5,143.125,0.43,2006-07-25
-39.5,143.75,0.26,2006-07-25
-39.5,144.375,0.21,2006-07-25
-39.5,145,0.34,2006-07-25
-39.5,145.625,1.05,2006-07-25
-39,143.125,0.46,2006-07-25
-39,143.75,0.27,2006-07-25
-39,144.375,0.18,2006-07-25
-39,145,0.22,2006-07-25
